LoyaltyId,PurchaseId,ProductId,PurchasedOn,TotalPrice,RewardPointsAdded,ActivityTypeDisplay,Subject,Location
LOYID_5246,PID_18025,200,10/5/2018,49,23,POS Purchase,Purchased a product In-Store,Kenya
LOYID_5246,PID_18026,675,1/26/2019,161,25,POS Purchase,Purchased a product In-Store,Singapore
LOYID_5247,PID_18027,611,1/7/2017,108,38,POS Purchase,Purchased a product In-Store,Mauritius
LOYID_5247,PID_18028,69,9/13/2017,120,25,POS Purchase,Purchased a product In-Store,Finland
LOYID_5247,PID_18029,249,4/18/2018,97,34,POS Purchase,Purchased a product In-Store,Comoros
LOYID_5247,PID_18030,5637146308,8/15/2018,32,49,POS Purchase,Purchased a product In-Store,Guernsey
LOYID_5247,PID_18031,5637146397,1/7/2019,157,34,POS Purchase,Purchased a product In-Store,Nauru
LOYID_5248,PID_18032,563,7/30/2017,68,46,POS Purchase,Purchased a product In-Store,Faroe Islands
LOYID_5248,PID_18033,PRDPKGAMK100,1/17/2018,139,21,POS Purchase,Purchased a product In-Store,Myanmar
LOYID_5248,PID_18034,501,7/31/2018,94,48,POS Purchase,Purchased a product In-Store,Singapore
LOYID_5248,PID_18035,412,9/29/2018,144,43,POS Purchase,Purchased a product In-Store,El Salvador
LOYID_5249,PID_18036,603,8/3/2018,37,38,POS Purchase,Purchased a product In-Store,Afghanistan
LOYID_5249,PID_18037,528,10/5/2018,157,28,POS Purchase,Purchased a product In-Store,USA
LOYID_5249,PID_18038,10,11/16/2018,62,49,POS Purchase,Purchased a product In-Store,Tonga
LOYID_5249,PID_18039,618,1/9/2019,113,42,POS Purchase,Purchased a product In-Store,Jersey
LOYID_5249,PID_18040,566,2/5/2019,174,36,POS Purchase,Purchased a product In-Store,Canada
LOYID_5250,PID_18041,356,1/16/2018,40,22,POS Purchase,Purchased a product In-Store,Macedonia
LOYID_5250,PID_18042,367,5/6/2018,121,36,POS Purchase,Purchased a product In-Store,Turkey
LOYID_5250,PID_18043,307,1/12/2019,165,35,POS Purchase,Purchased a product In-Store,Singapore
LOYID_5250,PID_18044,260,1/22/2019,134,20,POS Purchase,Purchased a product In-Store,Singapore
LOYID_5251,PID_18045,2,6/8/2017,37,31,POS Purchase,Purchased a product In-Store,French Southern Territories
LOYID_5251,PID_18046,Office 365 Suite (sample),3/12/2018,31,20,POS Purchase,Purchased a product In-Store,USA
LOYID_5251,PID_18047,515,4/23/2018,58,48,POS Purchase,Purchased a product In-Store,Singapore
LOYID_5251,PID_18048,420,7/23/2018,161,33,POS Purchase,Purchased a product In-Store,Chad
LOYID_5252,PID_18049,P-01031-P6R0K9,1/19/2017,160,44,POS Purchase,Purchased a product In-Store,Singapore
LOYID_5252,PID_18050,510,11/22/2017,37,37,POS Purchase,Purchased a product In-Store,Greece
LOYID_5252,PID_18051,5637146409,6/20/2018,159,35,POS Purchase,Purchased a product In-Store,Belarus
LOYID_5253,PID_18052,494,4/5/2018,179,47,POS Purchase,Purchased a product In-Store,Saint Lucia
LOYID_5253,PID_18053,293,2/6/2019,32,24,POS Purchase,Purchased a product In-Store,USA
LOYID_5253,PID_18054,404,2/6/2019,77,22,POS Purchase,Purchased a product In-Store,Indonesia
LOYID_5254,PID_18055,Office 365 for Small Business Premium (sample),11/21/2018,114,39,POS Purchase,Purchased a product In-Store,USA
LOYID_5254,PID_18056,583,1/14/2019,104,41,POS Purchase,Purchased a product In-Store,Jersey
LOYID_5254,PID_18057,519,1/22/2019,169,31,POS Purchase,Purchased a product In-Store,Central African Republic
LOYID_5255,PID_18058,P-01040-W5D6H5,4/29/2017,154,29,POS Purchase,Purchased a product In-Store,Greenland
LOYID_5255,PID_18059,508,1/12/2018,182,36,POS Purchase,Purchased a product In-Store,Bulgaria
LOYID_5255,PID_18060,614,7/4/2018,191,23,POS Purchase,Purchased a product In-Store,Ireland
LOYID_5255,PID_18061,211,7/22/2018,61,42,POS Purchase,Purchased a product In-Store,Gabon
LOYID_5255,PID_18062,377,9/13/2018,146,29,POS Purchase,Purchased a product In-Store,Peru
LOYID_5256,PID_18063,286,1/21/2018,118,33,POS Purchase,Purchased a product In-Store,USA
LOYID_5256,PID_18064,396,2/18/2018,118,36,POS Purchase,Purchased a product In-Store,Poland
LOYID_5256,PID_18065,661,3/26/2018,185,48,POS Purchase,Purchased a product In-Store,USA
LOYID_5257,PID_18066,512,1/20/2017,81,29,POS Purchase,Purchased a product In-Store,Namibia
LOYID_5257,PID_18067,556,2/22/2017,33,23,POS Purchase,Purchased a product In-Store,Saint Lucia
LOYID_5257,PID_18068,9,2/27/2018,132,25,POS Purchase,Purchased a product In-Store,Faroe Islands
LOYID_5258,PID_18069,74,5/18/2017,144,38,POS Purchase,Purchased a product In-Store,Singapore
LOYID_5258,PID_18070,466,1/16/2018,44,35,POS Purchase,Purchased a product In-Store,Singapore
LOYID_5258,PID_18071,15,8/22/2018,137,46,POS Purchase,Purchased a product In-Store,Qatar
LOYID_5259,PID_18072,559,5/1/2017,145,31,POS Purchase,Purchased a product In-Store,Bhutan
LOYID_5259,PID_18073,399,3/16/2018,59,35,POS Purchase,Purchased a product In-Store,Gabon
LOYID_5259,PID_18074,CMPNTArmServoMotorVirtuoso,9/24/2018,46,25,POS Purchase,Purchased a product In-Store,Singapore
LOYID_5260,PID_18075,158,12/3/2018,187,28,POS Purchase,Purchased a product In-Store,"Virgin Islands, British"
LOYID_5260,PID_18076,249,1/17/2019,169,39,POS Purchase,Purchased a product In-Store,"Palestine, State of"
LOYID_5260,PID_18077,281,1/21/2019,124,23,POS Purchase,Purchased a product In-Store,Belgium
LOYID_5260,PID_18078,538,2/6/2019,179,21,POS Purchase,Purchased a product In-Store,Singapore
LOYID_5260,PID_18079,565,2/6/2019,176,37,POS Purchase,Purchased a product In-Store,Singapore
LOYID_5261,PID_18080,SVCHRReplaceStructural,5/12/2017,41,38,POS Purchase,Purchased a product In-Store,Uruguay
LOYID_5261,PID_18081,521,1/12/2018,76,25,POS Purchase,Purchased a product In-Store,Aruba
LOYID_5261,PID_18082,92,5/28/2018,115,28,POS Purchase,Purchased a product In-Store,Solomon Islands
LOYID_5262,PID_18083,303,10/6/2018,183,35,POS Purchase,Purchased a product In-Store,USA
LOYID_5262,PID_18084,5637146336,1/15/2019,139,35,POS Purchase,Purchased a product In-Store,Philippines
LOYID_5262,PID_18085,426,2/2/2019,120,48,POS Purchase,Purchased a product In-Store,American Samoa
LOYID_5262,PID_18086,466,2/2/2019,166,48,POS Purchase,Purchased a product In-Store,Comoros
LOYID_5262,PID_18087,323,2/2/2019,159,34,POS Purchase,Purchased a product In-Store,Timor-Leste
LOYID_5263,PID_18088,176,3/22/2018,182,28,POS Purchase,Purchased a product In-Store,Cayman Islands
LOYID_5263,PID_18089,176,7/26/2018,96,35,POS Purchase,Purchased a product In-Store,Cuba
LOYID_5263,PID_18090,430,1/11/2019,81,31,POS Purchase,Purchased a product In-Store,Jersey
LOYID_5264,PID_18091,574,10/1/2017,122,26,POS Purchase,Purchased a product In-Store,USA
LOYID_5264,PID_18092,4,5/29/2018,117,33,POS Purchase,Purchased a product In-Store,Singapore
LOYID_5264,PID_18093,P-01013-Y3Q7L5,10/1/2018,69,20,POS Purchase,Purchased a product In-Store,Puerto Rico
LOYID_5264,PID_18094,156,11/25/2018,42,35,POS Purchase,Purchased a product In-Store,Indonesia
LOYID_5265,PID_18095,424,9/17/2018,188,35,POS Purchase,Purchased a product In-Store,Andorra
LOYID_5265,PID_18096,671,10/10/2018,109,46,POS Purchase,Purchased a product In-Store,Zambia
LOYID_5265,PID_18097,20,10/23/2018,170,31,POS Purchase,Purchased a product In-Store,Nigeria
LOYID_5266,PID_18098,246,8/18/2018,58,25,POS Purchase,Purchased a product In-Store,Turkmenistan
LOYID_5266,PID_18099,5637146327,9/17/2018,49,35,POS Purchase,Purchased a product In-Store,Singapore
LOYID_5266,PID_18100,P-01031-P6R0K9,10/29/2018,123,34,POS Purchase,Purchased a product In-Store,Singapore
LOYID_5267,PID_18101,P-01034-N4C3D8,5/9/2017,99,29,POS Purchase,Purchased a product In-Store,Kuwait
LOYID_5267,PID_18102,649,6/25/2017,145,23,POS Purchase,Purchased a product In-Store,Antigua and Barbuda
LOYID_5267,PID_18103,5637146329,11/19/2017,40,26,POS Purchase,Purchased a product In-Store,Saint Lucia
LOYID_5267,PID_18104,154,4/18/2018,146,35,POS Purchase,Purchased a product In-Store,Bhutan
LOYID_5268,PID_18105,660,5/9/2017,147,25,POS Purchase,Purchased a product In-Store,Bangladesh
LOYID_5268,PID_18106,652,2/15/2018,137,27,POS Purchase,Purchased a product In-Store,United States
LOYID_5268,PID_18107,199,5/7/2018,104,20,POS Purchase,Purchased a product In-Store,Lesotho
LOYID_5268,PID_18108,5637146422,10/1/2018,154,22,POS Purchase,Purchased a product In-Store,USA
LOYID_5269,PID_18109,5637146304,6/1/2018,178,48,POS Purchase,Purchased a product In-Store,Singapore
LOYID_5269,PID_18110,621,1/12/2019,189,43,POS Purchase,Purchased a product In-Store,Djibouti
LOYID_5269,PID_18111,78,1/23/2019,153,39,POS Purchase,Purchased a product In-Store,Nepal
LOYID_5270,PID_18112,674,6/25/2018,36,37,POS Purchase,Purchased a product In-Store,Equatorial Guinea
LOYID_5270,PID_18113,45321,8/15/2018,65,27,POS Purchase,Purchased a product In-Store,Saint Lucia
LOYID_5270,PID_18114,54,2/2/2019,158,23,POS Purchase,Purchased a product In-Store,Montserrat
LOYID_5270,PID_18115,646,2/3/2019,151,30,POS Purchase,Purchased a product In-Store,Luxembourg
LOYID_5271,PID_18116,114,4/16/2018,62,39,POS Purchase,Purchased a product In-Store,Pakistan
LOYID_5271,PID_18117,30,9/18/2018,111,45,POS Purchase,Purchased a product In-Store,USA
LOYID_5271,PID_18118,680,12/5/2018,117,35,POS Purchase,Purchased a product In-Store,Kuwait
LOYID_5272,PID_18119,45321,12/31/2017,180,25,POS Purchase,Purchased a product In-Store,Singapore
LOYID_5272,PID_18120,597,3/24/2018,137,24,POS Purchase,Purchased a product In-Store,Indonesia
LOYID_5272,PID_18121,P-01014-K6N1P5,11/7/2018,31,41,POS Purchase,Purchased a product In-Store,USA
LOYID_5272,PID_18122,47,2/6/2019,56,21,POS Purchase,Purchased a product In-Store,United Kingdom (Great Britain)
LOYID_5272,PID_18123,451,2/6/2019,108,46,POS Purchase,Purchased a product In-Store,Tokelau
LOYID_5273,PID_18124,331,11/26/2017,156,28,POS Purchase,Purchased a product In-Store,Singapore
LOYID_5273,PID_18125,660,10/30/2018,74,47,POS Purchase,Purchased a product In-Store,Wallis and Futuna
LOYID_5273,PID_18126,SVCHRRefurbishTestAssemblyUnit,12/21/2018,103,33,POS Purchase,Purchased a product In-Store,Comoros
LOYID_5274,PID_18127,655,9/9/2017,54,38,POS Purchase,Purchased a product In-Store,Antigua and Barbuda
LOYID_5274,PID_18128,378,12/22/2017,45,47,POS Purchase,Purchased a product In-Store,Gabon
LOYID_5274,PID_18129,5637146330,1/28/2018,188,49,POS Purchase,Purchased a product In-Store,Argentina
LOYID_5274,PID_18130,229,8/24/2018,131,21,POS Purchase,Purchased a product In-Store,Uzbekistan
LOYID_5274,PID_18131,206,9/6/2018,61,32,POS Purchase,Purchased a product In-Store,Singapore
LOYID_5275,PID_18132,463,12/10/2017,129,41,POS Purchase,Purchased a product In-Store,Saint Vincent and The Grenadines
LOYID_5275,PID_18133,461,6/5/2018,70,33,POS Purchase,Purchased a product In-Store,Tanzania
LOYID_5275,PID_18134,5637146306,9/19/2018,184,37,POS Purchase,Purchased a product In-Store,Singapore
LOYID_5275,PID_18135,5637146450,9/27/2018,182,27,POS Purchase,Purchased a product In-Store,Madagascar
LOYID_5276,PID_18136,55,4/24/2018,178,28,POS Purchase,Purchased a product In-Store,Heard Island and Mcdonald Islands
LOYID_5276,PID_18137,350,7/11/2018,99,39,POS Purchase,Purchased a product In-Store,Montserrat
LOYID_5276,PID_18138,374,12/6/2018,163,49,POS Purchase,Purchased a product In-Store,Chad
LOYID_5276,PID_18139,560,12/26/2018,159,31,POS Purchase,Purchased a product In-Store,Comoros
LOYID_5276,PID_18140,5637146442,12/30/2018,120,37,POS Purchase,Purchased a product In-Store,Taiwan
LOYID_5277,PID_18141,167,8/5/2017,174,20,POS Purchase,Purchased a product In-Store,Singapore
LOYID_5277,PID_18142,115,1/1/2019,152,47,POS Purchase,Purchased a product In-Store,Jersey
LOYID_5277,PID_18143,452,1/13/2019,125,26,POS Purchase,Purchased a product In-Store,South Africa
LOYID_5277,PID_18144,138,1/18/2019,92,49,POS Purchase,Purchased a product In-Store,Saint Vincent and The Grenadines
LOYID_5278,PID_18145,162,3/26/2017,115,44,POS Purchase,Purchased a product In-Store,Bolivia
LOYID_5278,PID_18146,5637146405,5/13/2017,99,40,POS Purchase,Purchased a product In-Store,Antigua and Barbuda
LOYID_5278,PID_18147,148,12/28/2018,142,24,POS Purchase,Purchased a product In-Store,Fiji
LOYID_5278,PID_18148,379,1/29/2019,110,22,POS Purchase,Purchased a product In-Store,Kiribati
LOYID_5279,PID_18149,461,1/4/2017,76,20,POS Purchase,Purchased a product In-Store,Mozambique
LOYID_5279,PID_18150,5637146411,10/22/2017,170,41,POS Purchase,Purchased a product In-Store,Singapore
LOYID_5279,PID_18151,54,5/18/2018,113,43,POS Purchase,Purchased a product In-Store,Singapore
LOYID_5279,PID_18152,37,12/4/2018,185,33,POS Purchase,Purchased a product In-Store,Antarctica
LOYID_5279,PID_18153,P-01024-R2T5N0,1/22/2019,67,24,POS Purchase,Purchased a product In-Store,Philippines
LOYID_5280,PID_18154,679,5/19/2018,192,21,POS Purchase,Purchased a product In-Store,Madagascar
LOYID_5280,PID_18155,5637146312,12/28/2018,181,20,POS Purchase,Purchased a product In-Store,USA
LOYID_5280,PID_18156,230,1/22/2019,156,27,POS Purchase,Purchased a product In-Store,Turkey
LOYID_5281,PID_18157,88,9/27/2018,188,26,POS Purchase,Purchased a product In-Store,Jersey
LOYID_5281,PID_18158,14,1/20/2019,181,46,POS Purchase,Purchased a product In-Store,Chad
LOYID_5281,PID_18159,638,2/5/2019,182,49,POS Purchase,Purchased a product In-Store,Guyana
LOYID_5281,PID_18160,P-01031-P6R0K9,2/5/2019,150,36,POS Purchase,Purchased a product In-Store,Niger
LOYID_5281,PID_18161,600,2/5/2019,108,36,POS Purchase,Purchased a product In-Store,Singapore
LOYID_5282,PID_18162,178,12/14/2017,135,48,POS Purchase,Purchased a product In-Store,Saint Lucia
LOYID_5282,PID_18163,398,4/12/2018,165,25,POS Purchase,Purchased a product In-Store,Fiji
LOYID_5282,PID_18164,609,9/22/2018,92,25,POS Purchase,Purchased a product In-Store,Lesotho
LOYID_5282,PID_18165,465,12/6/2018,105,20,POS Purchase,Purchased a product In-Store,Reunion
LOYID_5282,PID_18166,628,12/30/2018,31,34,POS Purchase,Purchased a product In-Store,Singapore
LOYID_5283,PID_18167,693,1/27/2019,139,25,POS Purchase,Purchased a product In-Store,Cambodia
LOYID_5283,PID_18168,422,2/4/2019,45,47,POS Purchase,Purchased a product In-Store,Afghanistan
LOYID_5283,PID_18169,110,2/4/2019,194,20,POS Purchase,Purchased a product In-Store,Mozambique
LOYID_5284,PID_18170,5637146327,8/24/2018,77,44,POS Purchase,Purchased a product In-Store,Sri Lanka
LOYID_5284,PID_18171,239,12/3/2018,30,31,POS Purchase,Purchased a product In-Store,USA
LOYID_5284,PID_18172,117,1/25/2019,108,43,POS Purchase,Purchased a product In-Store,Saint Pierre and Miquelon
LOYID_5285,PID_18173,167,1/27/2017,142,45,POS Purchase,Purchased a product In-Store,Sierra Leone
LOYID_5285,PID_18174,120,11/1/2017,61,20,POS Purchase,Purchased a product In-Store,Finland
LOYID_5285,PID_18175,450,4/20/2018,90,31,POS Purchase,Purchased a product In-Store,Armenia
LOYID_5286,PID_18176,536,1/7/2018,132,35,POS Purchase,Purchased a product In-Store,USA
LOYID_5286,PID_18177,136,7/7/2018,170,36,POS Purchase,Purchased a product In-Store,Kenya
LOYID_5286,PID_18178,424,12/10/2018,103,28,POS Purchase,Purchased a product In-Store,Morocco
LOYID_5286,PID_18179,280,12/21/2018,50,28,POS Purchase,Purchased a product In-Store,Chad
LOYID_5287,PID_18180,451,10/13/2018,76,41,POS Purchase,Purchased a product In-Store,New Zealand
LOYID_5287,PID_18181,Office Desktop for Small Business Premium (sample),1/31/2019,131,22,POS Purchase,Purchased a product In-Store,Saint Lucia
LOYID_5287,PID_18182,349,2/1/2019,82,24,POS Purchase,Purchased a product In-Store,Mozambique
LOYID_5287,PID_18183,487,2/2/2019,58,25,POS Purchase,Purchased a product In-Store,Tanzania
LOYID_5288,PID_18184,687,4/6/2018,170,32,POS Purchase,Purchased a product In-Store,Sierra Leone
LOYID_5288,PID_18185,P-01018-C2M5Y3,8/9/2018,105,30,POS Purchase,Purchased a product In-Store,Niger
LOYID_5288,PID_18186,424,10/1/2018,110,49,POS Purchase,Purchased a product In-Store,Nigeria
LOYID_5288,PID_18187,285,1/31/2019,153,27,POS Purchase,Purchased a product In-Store,Zambia
LOYID_5289,PID_18188,PRDPKGAB150,6/29/2018,55,20,POS Purchase,Purchased a product In-Store,Benin
LOYID_5289,PID_18189,595,10/16/2018,129,21,POS Purchase,Purchased a product In-Store,Madagascar
LOYID_5289,PID_18190,285,1/14/2019,167,36,POS Purchase,Purchased a product In-Store,Singapore
LOYID_5290,PID_18191,33,3/19/2018,123,28,POS Purchase,Purchased a product In-Store,El Salvador
LOYID_5290,PID_18192,5637146353,7/6/2018,148,23,POS Purchase,Purchased a product In-Store,Antigua and Barbuda
LOYID_5290,PID_18193,646,12/8/2018,54,35,POS Purchase,Purchased a product In-Store,San Marino
LOYID_5290,PID_18194,212,12/26/2018,124,32,POS Purchase,Purchased a product In-Store,Taiwan
LOYID_5291,PID_18195,8,10/13/2018,69,46,POS Purchase,Purchased a product In-Store,New Zealand
LOYID_5291,PID_18196,82,1/11/2019,37,42,POS Purchase,Purchased a product In-Store,USA
LOYID_5291,PID_18197,285,2/4/2019,118,32,POS Purchase,Purchased a product In-Store,Romania
LOYID_5292,PID_18198,142,3/2/2017,93,46,POS Purchase,Purchased a product In-Store,USA
LOYID_5292,PID_18199,678,5/28/2018,105,27,POS Purchase,Purchased a product In-Store,Nigeria
LOYID_5292,PID_18200,131,7/18/2018,52,21,POS Purchase,Purchased a product In-Store,Libya
LOYID_5293,PID_18201,551,1/9/2019,99,42,POS Purchase,Purchased a product In-Store,Mauritius
LOYID_5293,PID_18202,5637146393,1/21/2019,132,35,POS Purchase,Purchased a product In-Store,Comoros
LOYID_5293,PID_18203,3DPF078,2/5/2019,66,39,POS Purchase,Purchased a product In-Store,Papua New Guinea
LOYID_5293,PID_18204,223,2/6/2019,145,20,POS Purchase,Purchased a product In-Store,Maldives
LOYID_5293,PID_18205,250,2/6/2019,106,34,POS Purchase,Purchased a product In-Store,Sierra Leone
LOYID_5294,PID_18206,P-01024-R2T5N0,9/29/2018,134,39,POS Purchase,Purchased a product In-Store,Sao Tome and Principe
LOYID_5294,PID_18207,106,10/1/2018,85,40,POS Purchase,Purchased a product In-Store,Cyprus
LOYID_5294,PID_18208,267,12/20/2018,86,46,POS Purchase,Purchased a product In-Store,Benin
LOYID_5294,PID_18209,110,1/29/2019,60,49,POS Purchase,Purchased a product In-Store,Djibouti
LOYID_5294,PID_18210,5637146422,2/6/2019,195,30,POS Purchase,Purchased a product In-Store,"Korea, South"
LOYID_5295,PID_18211,SVCHRInstallArmBand,7/27/2018,57,27,POS Purchase,Purchased a product In-Store,France
LOYID_5295,PID_18212,5637146414,1/8/2019,32,22,POS Purchase,Purchased a product In-Store,France
LOYID_5295,PID_18213,208,1/11/2019,106,43,POS Purchase,Purchased a product In-Store,Mongolia
LOYID_5295,PID_18214,CMPNTGripArrayVirtuoso,1/26/2019,65,40,POS Purchase,Purchased a product In-Store,Lithuania
LOYID_5296,PID_18215,122,7/12/2017,68,43,POS Purchase,Purchased a product In-Store,Ethiopia
LOYID_5296,PID_18216,188,8/29/2017,99,44,POS Purchase,Purchased a product In-Store,Jersey
LOYID_5296,PID_18217,272,11/11/2017,59,39,POS Purchase,Purchased a product In-Store,Greenland
LOYID_5296,PID_18218,3DPF078,8/3/2018,104,26,POS Purchase,Purchased a product In-Store,Hong Kong
LOYID_5296,PID_18219,181,9/18/2018,129,42,POS Purchase,Purchased a product In-Store,Portugal
LOYID_5297,PID_18220,221,9/28/2018,34,39,POS Purchase,Purchased a product In-Store,Singapore
LOYID_5297,PID_18221,204,12/23/2018,133,24,POS Purchase,Purchased a product In-Store,Myanmar
LOYID_5297,PID_18222,P-01010-V9P6Y1,1/14/2019,42,46,POS Purchase,Purchased a product In-Store,Swaziland
LOYID_5298,PID_18223,373,12/6/2018,146,47,POS Purchase,Purchased a product In-Store,Djibouti
LOYID_5298,PID_18224,465,12/23/2018,111,29,POS Purchase,Purchased a product In-Store,Azerbaijan
LOYID_5298,PID_18225,P-01030-N6C8D9,12/26/2018,185,26,POS Purchase,Purchased a product In-Store,Singapore
LOYID_5299,PID_18226,169,9/6/2017,114,49,POS Purchase,Purchased a product In-Store,Singapore
LOYID_5299,PID_18227,50,9/7/2018,161,49,POS Purchase,Purchased a product In-Store,Singapore
LOYID_5299,PID_18228,P-01007-H0N8S2,12/26/2018,191,26,POS Purchase,Purchased a product In-Store,Moldova
LOYID_5299,PID_18229,5637146326,1/28/2019,45,38,POS Purchase,Purchased a product In-Store,"Virgin Islands, United States"
LOYID_5300,PID_18230,375,8/13/2017,143,36,POS Purchase,Purchased a product In-Store,Zimbabwe
LOYID_5300,PID_18231,PRDPKGAB150,12/19/2018,151,42,POS Purchase,Purchased a product In-Store,Morocco
LOYID_5300,PID_18232,297,12/21/2018,96,24,POS Purchase,Purchased a product In-Store,Greenland
LOYID_5300,PID_18233,159,1/7/2019,84,39,POS Purchase,Purchased a product In-Store,Cyprus
LOYID_5300,PID_18234,432,1/26/2019,183,34,POS Purchase,Purchased a product In-Store,Singapore
LOYID_5301,PID_18235,CRM Service (sample),10/18/2018,133,26,POS Purchase,Purchased a product In-Store,USA
LOYID_5301,PID_18236,5637146397,10/24/2018,126,20,POS Purchase,Purchased a product In-Store,Rwanda
LOYID_5301,PID_18237,560,12/22/2018,35,38,POS Purchase,Purchased a product In-Store,United Kingdom (Great Britain)
LOYID_5302,PID_18238,344,6/30/2018,154,46,POS Purchase,Purchased a product In-Store,Mayotte
LOYID_5302,PID_18239,490,8/12/2018,184,25,POS Purchase,Purchased a product In-Store,Russian Federation
LOYID_5302,PID_18240,599,11/30/2018,82,20,POS Purchase,Purchased a product In-Store,Aruba
LOYID_5302,PID_18241,CRM Online: Professional (sample),1/1/2019,185,33,POS Purchase,Purchased a product In-Store,USA
LOYID_5302,PID_18242,339,1/27/2019,79,37,POS Purchase,Purchased a product In-Store,Nigeria
LOYID_5303,PID_18243,P-01021-J4S9S1,1/16/2019,61,46,POS Purchase,Purchased a product In-Store,Montserrat
LOYID_5303,PID_18244,624,1/24/2019,77,42,POS Purchase,Purchased a product In-Store,USA
LOYID_5303,PID_18245,CMPNTArmMaestro,2/2/2019,122,37,POS Purchase,Purchased a product In-Store,Namibia
LOYID_5303,PID_18246,411,2/3/2019,46,29,POS Purchase,Purchased a product In-Store,Moldova
LOYID_5304,PID_18247,438,6/12/2018,143,32,POS Purchase,Purchased a product In-Store,Singapore
LOYID_5304,PID_18248,5637146315,9/20/2018,175,35,POS Purchase,Purchased a product In-Store,Canada
LOYID_5304,PID_18249,CMPNTArmServoMotorMaestro,11/22/2018,111,21,POS Purchase,Purchased a product In-Store,Singapore
LOYID_5305,PID_18250,411,4/29/2017,190,22,POS Purchase,Purchased a product In-Store,Singapore
LOYID_5305,PID_18251,264,5/2/2017,80,36,POS Purchase,Purchased a product In-Store,Bhutan
LOYID_5305,PID_18252,266,1/22/2018,51,32,POS Purchase,Purchased a product In-Store,Belarus
LOYID_5306,PID_18253,10,4/8/2018,56,48,POS Purchase,Purchased a product In-Store,Singapore
LOYID_5306,PID_18254,622,11/28/2018,70,26,POS Purchase,Purchased a product In-Store,Armenia
LOYID_5306,PID_18255,243,12/22/2018,106,28,POS Purchase,Purchased a product In-Store,Bangladesh
LOYID_5306,PID_18256,CMPNTPowerCMPNTMaestro,1/18/2019,125,24,POS Purchase,Purchased a product In-Store,Tokelau
LOYID_5307,PID_18257,5637146442,6/12/2017,169,37,POS Purchase,Purchased a product In-Store,Zambia
LOYID_5307,PID_18258,520,7/3/2017,46,33,POS Purchase,Purchased a product In-Store,Heard Island and Mcdonald Islands
LOYID_5307,PID_18259,535,10/26/2018,143,47,POS Purchase,Purchased a product In-Store,Oman
LOYID_5307,PID_18260,610,12/27/2018,84,25,POS Purchase,Purchased a product In-Store,Chile
LOYID_5308,PID_18261,P-01000-D5D9C3,2/21/2017,91,37,POS Purchase,Purchased a product In-Store,Sao Tome and Principe
LOYID_5308,PID_18262,289,2/25/2018,171,24,POS Purchase,Purchased a product In-Store,French Guiana
LOYID_5308,PID_18263,298,1/7/2019,195,44,POS Purchase,Purchased a product In-Store,Northern Mariana Islands
LOYID_5308,PID_18264,350,2/6/2019,174,36,POS Purchase,Purchased a product In-Store,Benin
LOYID_5308,PID_18265,488,2/6/2019,113,29,POS Purchase,Purchased a product In-Store,Austria
LOYID_5309,PID_18266,655,5/1/2018,62,23,POS Purchase,Purchased a product In-Store,Chad
LOYID_5309,PID_18267,46,8/5/2018,32,20,POS Purchase,Purchased a product In-Store,Mexico
LOYID_5309,PID_18268,P-01027-N7Q9M1,1/30/2019,32,45,POS Purchase,Purchased a product In-Store,Mali
LOYID_5309,PID_18269,138,2/3/2019,56,28,POS Purchase,Purchased a product In-Store,Singapore
LOYID_5310,PID_18270,439,7/20/2017,163,21,POS Purchase,Purchased a product In-Store,Lithuania
LOYID_5310,PID_18271,51,2/21/2018,124,48,POS Purchase,Purchased a product In-Store,Mexico
LOYID_5310,PID_18272,53,12/9/2018,88,21,POS Purchase,Purchased a product In-Store,Sao Tome and Principe
LOYID_5311,PID_18273,121,5/6/2017,103,33,POS Purchase,Purchased a product In-Store,Uruguay
LOYID_5311,PID_18274,221,1/24/2018,59,25,POS Purchase,Purchased a product In-Store,India
LOYID_5311,PID_18275,SVCHRReplaceComponent,5/7/2018,83,22,POS Purchase,Purchased a product In-Store,Singapore
LOYID_5312,PID_18276,687,1/3/2019,177,41,POS Purchase,Purchased a product In-Store,Mali
LOYID_5312,PID_18277,P-01010-V9P6Y1,1/22/2019,142,41,POS Purchase,Purchased a product In-Store,Marshall Islands
LOYID_5312,PID_18278,341,1/31/2019,50,33,POS Purchase,Purchased a product In-Store,Singapore
LOYID_5312,PID_18279,146,1/31/2019,68,28,POS Purchase,Purchased a product In-Store,"Korea, South"
LOYID_5312,PID_18280,465,2/5/2019,78,43,POS Purchase,Purchased a product In-Store,Argentina
LOYID_5313,PID_18281,484,9/14/2017,99,45,POS Purchase,Purchased a product In-Store,Singapore
LOYID_5313,PID_18282,691,11/14/2018,119,48,POS Purchase,Purchased a product In-Store,Portugal
LOYID_5313,PID_18283,689,12/25/2018,35,32,POS Purchase,Purchased a product In-Store,Singapore
LOYID_5314,PID_18284,690,11/2/2017,88,25,POS Purchase,Purchased a product In-Store,"Korea, North"
LOYID_5314,PID_18285,5637146454,7/1/2018,129,28,POS Purchase,Purchased a product In-Store,Mongolia
LOYID_5314,PID_18286,629,12/29/2018,57,29,POS Purchase,Purchased a product In-Store,Svalbard and Jan Mayen Islands
LOYID_5314,PID_18287,603,1/25/2019,76,21,POS Purchase,Purchased a product In-Store,Mali
LOYID_5315,PID_18288,646,9/11/2018,83,26,POS Purchase,Purchased a product In-Store,Northern Mariana Islands
